Concept name,Concept categories,Concept literal,Language
"poor people","","poorpeople","en"
"restaurant chain","","restaurant chain","en"
"general mills","Industry; Company","GMills","en"
"general mills","Industry; Company","general mill","en"
"general mills","Industry; Company","general mills","en"
"general mills","Industry; Company","generalmills","en"
"crop yield","","crop output","en"
"crop yield","","crop payoff","en"
"crop yield","","crop proceeds","en"
"crop yield","","crop production","en"
"crop yield","","crop return","en"
"crop yield","","crop takings","en"
"crop yield","","crop yield","en"
"crop yield","","harvest yield","en"
"body mass index","","BMI","en"
"body mass index","","body mass index","en"
"body mass index","","bodymassindex","en"
"cultivation","","cultivation","en"
"hot chocolate","","hot chocolate","en"
"smoker","","smoker","en"
"domination","","domination","en"
"domination","","mastery","en"
"domination","","supremacy","en"
"fudge","","fudge","en"
"composting","","composting","en"
"confectionary","","confectionary","en"
"confectionary","","confectionery","en"
"mayonnaise","","mayonnaise","en"
"arby","","arby","en"
"veterinary","","veterinary","en"
"palm oil","","palm oil","en"
"palm oil","","palmoil","en"
"fertility","","birthrate","en"
"fertility","","fecundity","en"
"fertility","","fertility","en"
"fertility","","natality","en"
"fertility","","prolificacy","en"
"Hot Pockets","","Hot Pockets","en"
"Hot Pockets","","Nestle Hot Pockets","en"
"Hot Pockets","","Nestlé Hot Pockets","en"
"Hot Pockets","","hot pocket","en"
"school food","Food; Processed Food; PF instance (generic)","school food","en"
"school food","Food; Processed Food; PF instance (generic)","schoolfood","en"
"school food","Food; Processed Food; PF instance (generic)","schoolhouse food","en"
"ingredients list","","food label ingredient","en"
"ingredients list","","ingredient label","en"
"ingredients list","","ingredients list","en"
"bad mood","","bad mood","en"
"gene therapy","","gene therapy","en"
"gene therapy","","genetherapy","en"
"orange juice","","orange juice","en"
"Ukraine","Country","Ukraine","en"
"Sears","","Sears","en"
"Norway","Country","Norway","en"
"sweet tooth","","sweet tooth","en"
"anti-GM","","advocate against GM food","en"
"anti-GM","","advocator against GM food","en"
"anti-GM","","anti GM advocate","en"
"anti-GM","","anti GM campaigner","en"
"anti-GM","","anti GM movement","en"
"anti-GM","","anti GMO advocate","en"
"anti-GM","","anti GMO campaigner","en"
"anti-GM","","anti GMO movement","en"
"anti-GM","","anti-GM","en"
"anti-GM","","anti-GM advocate","en"
"anti-GM","","anti-GM advocator","en"
"anti-GM","","anti-GM campaigner","en"
"anti-GM","","anti-GM exponent","en"
"anti-GM","","anti-GM movement","en"
"anti-GM","","anti-GM proponent","en"
"anti-GM","","anti-GM tendency","en"
"anti-GM","","anti-GM trend","en"
"anti-GM","","anti-GM vogue","en"
"anti-GM","","anti-GMO","en"
"anti-GM","","anti-GMO advocate","en"
"anti-GM","","anti-GMO advocator","en"
"anti-GM","","anti-GMO campaigner","en"
"anti-GM","","anti-GMO exponent","en"
"anti-GM","","anti-GMO movement","en"
"anti-GM","","anti-GMO proponent","en"
"anti-GM","","anti-GMO tendency","en"
"anti-GM","","anti-GMO trend","en"
"anti-GM","","anti-GMO vogue","en"
"anti-GM","","exponent against GM food","en"
"anti-GM","","proponent against GM food","en"
"guacamole","","guacamole","en"
"dietary supplement","","dietary supplement","en"
"dietary supplement","","dietarysupplement","en"
"coconut milk","","cocoanut milk","en"
"coconut milk","","coconut milk","en"
"coconut milk","","coconutmilk","en"
"animal welfare","","animal welfare","en"
"animal welfare","","animalwelfare","en"
"habitat","","habitat","en"
"Gerber","Brand; Nestle brand","Gerber","en"
"Gerber","Brand; Nestle brand","Nestle Gerber","en"
"Gerber","Brand; Nestle brand","Nestlé Gerber","en"
"Gerber","Brand; Nestle brand","gerber baby food","en"
"Gerber","Brand; Nestle brand","gerber infant food","en"
"frontier","","frontier","en"
"abnormality","","abnormalcy","en"
"abnormality","","abnormality","en"
"abnormality","","freakishness","en"
"abnormality","","irregularity","en"
"abnormality","","mutation","en"
"potential risk","","potential danger","en"
"potential risk","","potential endangerment","en"
"potential risk","","potential hazard","en"
"potential risk","","potential jeopardy","en"
"potential risk","","potential peril","en"
"potential risk","","potential risk","en"
"milk chocolate","","chocolate milk","en"
"milk chocolate","","chocolatemilk","en"
"milk chocolate","","milk chocolate","en"
"milk chocolate","","milkchocolate","en"
"recommended daily intake","","recommended daily consumption","en"
"recommended daily intake","","recommended daily ingestion","en"
"recommended daily intake","","recommended daily intake","en"
"recommended daily intake","","recommended daily usance","en"
"recommended daily intake","","recommended daily use","en"
"recommended daily intake","","reduced danger","en"
"recommended daily intake","","reduced endangerment","en"
"recommended daily intake","","reduced hazard","en"
"recommended daily intake","","reduced jeopardy","en"
"recommended daily intake","","reduced peril","en"
"recommended daily intake","","reduced risk","en"
"comeback","","comeback","en"
"instant noodle","","instant noodle","en"
"instant noodle","","instantnoodle","en"
"energy level","","energy level","en"
"push-up","","push up","en"
"push-up","","push-up","en"
"push-up","","pushup","en"
"public school","","public school","en"
"public school","","public schoolhouse","en"
"public school","","publicschool","en"
"shortening","","shortening","en"
"pork chop","","pork chop","en"
"pork chop","","pork chops","en"
"pork chop","","porkchop","en"
"hazelnut","","hazel","en"
"hazelnut","","hazelnut","en"
"sustainable farming","","sustainable agriculture","en"
"sustainable farming","","sustainable farming","en"
"sustainable farming","","sustainablefarming","en"
"health news","","health news","en"
"health news","","healthnews","en"
"consumer demand","","consumer demand","en"
"consumer demand","","consumer need","en"
"consumer demand","","consumer requirement","en"
"consumer demand","","consumerdemand","en"
"Wall Street Journal","","Wall Street Journal","en"
"Wall Street Journal","","WallStreetJournal","en"
"media coverage","","media coverage","en"
"media coverage","","media reportage","en"
"media coverage","","media reporting","en"
"media coverage","","news coverage","en"
"media coverage","","news reportage","en"
"media coverage","","news reporting","en"
"Qatar","Country","Qatar","en"
"food crop","","food crop","en"
"food crop","","food harvest","en"
"cookie dough","","cookie dough","en"
"cookie dough","","cookiedough","en"
"energy drink","","energy beverage","en"
"energy drink","","energy drink","en"
"energy drink","","energydrink","en"
"eating disorder","","alimentation disorder","en"
"eating disorder","","eating disorder","en"
"eating disorder","","eatingdisorder","en"
"eating disorder","","feeding disorder","en"
"local produce","","local produce","en"
"local produce","","localproduce","en"
"genocide","","genocide","en"
"parasite","","parasite","en"
"tomato sauce","","tomato sauce","en"
"food change","","food change","en"
"rubber","","rubber","en"
"national junk food","","national junk food","en"
"national junk food","","nationaljunkfood","en"
"high fat","","high fat","en"
"high fat","","highfat","en"
"nervous system","","nervous system","en"
"nervous system","","nervoussystem","en"
"kerala house","","kerala","en"
"kerala house","","kerala house","en"
"kerala house","","keralahouse","en"
"cancer drug","","cancer drug","en"
"cancer drug","","cancerdrug","en"
"environmental protection agency","","environmental protection agency","en"
"environmental protection agency","","environmentalprotectionagency","en"
"korean food","","korean food","en"
"child health","","child health","en"
"child health","","child wellness","en"
"child health","","children health","en"
"child health","","kid health","en"
"child health","","kidshealth","en"
"child health","","minor health","en"
"child health","","youngster health","en"
"cholesterol level","","cholesterin level","en"
"cholesterol level","","cholesterol degree","en"
"cholesterol level","","cholesterol grade","en"
"cholesterol level","","cholesterol level","en"
"cholesterol level","","cholesterol stage","en"
"junk food ad","","junk food ad","en"
"priority review","","priority review","en"
"fast track","","fast track","en"
"fast track","","fasttrack","en"
"labeling gmos","","labelgmos","en"
"labeling gmos","","labeling gmos","en"
"vegan diet","","vegan diet","en"
"vegan diet","","vegan dieting","en"
"vegan diet","","vegandiet","en"
"health service","","health service","en"
"health service","","healthservice","en"
"farm bill","","farm bill","en"
"farm bill","","farmbill","en"
"lung cancer","Disease / Condition; Cancer","lung cancer","en"
"lung cancer","Disease / Condition; Cancer","lungcancer","en"
"infant formula","","baby formula","en"
"infant formula","","baby milk","en"
"infant formula","","baby recipe","en"
"infant formula","","infant formula","en"
"infant formula","","infant milk","en"
"infant formula","","infant recipe","en"
"infant formula","","infantformula","en"
"pulled pork","","pulled porc","en"
"pulled pork","","pulled pork","en"
"pulled pork","","pulledpork","en"
"masala","","masala","en"
"irrelevant","","irrelevant","en"
"painkiller","","analgesic","en"
"painkiller","","anodyne","en"
"painkiller","","painkiller","en"
"painkiller","","painkillers","en"
"LDL","","LDL","en"
"LDL","","bad cholesterin","en"
"LDL","","bad cholesterol","en"
"invention","","invention","en"
"rationing","","rationing","en"
"Austria","Country","Austria","en"
"nescafé","Brand; Nestle brand; nescafé","Nescafe","en"
"nescafé","Brand; Nestle brand; nescafé","Nescafee","en"
"nescafé","Brand; Nestle brand; nescafé","Nescaffe","en"
"nescafé","Brand; Nestle brand; nescafé","Nescaffee","en"
"nescafé","Brand; Nestle brand; nescafé","Nescafé","en"
"nescafé","Brand; Nestle brand; nescafé","Nestle Nescafé","en"
"nescafé","Brand; Nestle brand; nescafé","Nestlé Nescafé","en"
"nescafé","Brand; Nestle brand; nescafé","nescafÈ","en"
"nescafé","Brand; Nestle brand; nescafé","nescafé","en"
"gasoline","","gasolene","en"
"gasoline","","gasoline","en"
"gasoline","","petrol","en"
"wsj","","wsj","en"
"factory farming","","factory agriculture","en"
"factory farming","","factory farm","en"
"factory farming","","factory farming","en"
"factory farming","","factoryfarm","en"
"cruelty","","cruelty","en"
"legislature","","legislature","en"
"chocolate cake","","chocolate cake","en"
"mediterranean diet","","mediterranean diet","en"
"mediterranean diet","","mediterranean dieting","en"
"mediterranean diet","","mediterraneandiet","en"
"microbe","","microbe","en"
"NGO","","NGO","en"
"cargill","Industry; Company","cargill","en"
"environmental impact","","environmental impact","en"
"environmental impact","","environmentalimpact","en"
"food freedom","","food freedom","en"
"food freedom","","foodfreedom","en"
"Somalia","Country","Somalia","en"
"alfalfa","","alfalfa","en"
"eating clean","","eating clean","en"
"washington state","","washington state","en"
"washington state","","washingtonstate","en"
"dam","","dam","en"
"sacramento","","sacramento","en"
"Ethiopia","Country","Ethiopia","en"
"pollen","","pollen","en"
"negative impact","","negative impact","en"
"great job","","great job","en"
"great job","","greatjob","en"
"ag tech","","ag tech","en"
"ag tech","","agri tech","en"
"ag tech","","agriculture technology","en"
"ag tech","","agritech","en"
"ag tech","","agtech","en"
"marshmallow","","marshmallow","en"
